11763.930000 0.000410
11764.890000 0.000425
11765.840000 0.000441
11766.800000 0.000457
11767.750000 0.000472
11768.710000 0.000488
11769.660000 0.000503
11770.610000 0.000519
11771.570000 0.000534
11772.520000 0.000550
11773.480000 0.000565
11774.430000 0.000581
11775.390000 0.000597
11776.340000 0.000612
11777.300000 0.000628
11778.260000 0.000643
11779.210000 0.000659
11780.170000 0.000675
11781.120000 0.000690
11782.080000 0.000706
11783.030000 0.000721
11783.990000 0.000753
11784.950000 0.000789
11785.900000 0.000824
11786.860000 0.000860
11787.810000 0.000896
11788.770000 0.000931
11789.730000 0.000967
11790.680000 0.001003
11791.640000 0.001038
11792.600000 0.001074
11793.550000 0.001110
11794.510000 0.001145
11795.470000 0.001181
11796.420000 0.001217
11797.380000 0.001252
11798.340000 0.001288
11799.290000 0.001324
11800.250000 0.001360
11801.210000 0.001395
11802.170000 0.001431
11803.120000 0.001467
11804.080000 0.001516
11805.040000 0.001567
11806.000000 0.001618
11806.950000 0.001669
11807.910000 0.001719
11808.870000 0.001770
11809.830000 0.001821
11810.790000 0.001872
11811.740000 0.001923
11812.700000 0.001974
11813.660000 0.002025
11814.620000 0.002076
11815.580000 0.002128
11816.540000 0.002179
11817.490000 0.002230
11818.450000 0.002281
11819.410000 0.002332
11820.370000 0.002383
11821.330000 0.002434
11822.290000 0.002485
11823.250000 0.002537
11824.210000 0.002621
11825.170000 0.002705
11826.120000 0.002788
11827.080000 0.002872
11828.040000 0.002956
11829.000000 0.003040
11829.960000 0.003124
11830.920000 0.003208
11831.880000 0.003292
11832.840000 0.003376
11833.800000 0.003460
11834.760000 0.003544
11835.720000 0.003627
11836.680000 0.003711
11837.640000 0.003795
11838.600000 0.003879
11839.560000 0.003963
11840.520000 0.004047
11841.480000 0.004132
11842.440000 0.004215
11843.410000 0.004305
11844.370000 0.004420
11845.330000 0.004536
11846.290000 0.004651
11847.250000 0.004767
11848.210000 0.004882
11849.170000 0.004997
11850.130000 0.005113
11851.090000 0.005229
11852.050000 0.005345
11853.020000 0.005461
11853.980000 0.005577
11854.940000 0.005693
11855.900000 0.005809
11856.860000 0.005925
11857.830000 0.006041
11858.790000 0.006158
11859.750000 0.006274
11860.710000 0.006390
11861.670000 0.006505
11862.640000 0.006621
11863.600000 0.006765
11864.560000 0.006958
11865.520000 0.007151
11866.490000 0.007344
11867.450000 0.007538
11868.410000 0.007731
11869.370000 0.007924
11870.340000 0.008117
11871.300000 0.008310
11872.260000 0.008504
11873.230000 0.008697
11874.190000 0.008890
11875.150000 0.009084
11876.120000 0.009277
11877.080000 0.009470
11878.040000 0.009664
11879.010000 0.009857
11879.970000 0.010051
11880.930000 0.010244
11881.900000 0.010438
11882.860000 0.010631
11883.820000 0.010902
11884.790000 0.011226
11885.750000 0.011549
11886.720000 0.011872
11887.680000 0.012196
11888.650000 0.012519
11889.610000 0.012843
11890.570000 0.013167
11891.540000 0.013492
11892.500000 0.013816
11893.470000 0.014141
11894.430000 0.014466
11895.400000 0.014792
11896.360000 0.015117
11897.330000 0.015442
11898.290000 0.015768
11899.260000 0.016093
11900.220000 0.016418
11901.190000 0.016743
11902.160000 0.017067
11903.120000 0.017391
11904.090000 0.017886
11905.050000 0.018409
11906.020000 0.018932
11906.980000 0.019455
11907.950000 0.019977
11908.920000 0.020500
11909.880000 0.021023
11910.850000 0.021547
11911.810000 0.022070
11912.780000 0.022594
11913.750000 0.023117
11914.710000 0.023640
11915.680000 0.024164
11916.650000 0.024688
11917.610000 0.025211
11918.580000 0.025735
11919.550000 0.026259
11920.510000 0.026783
11921.480000 0.027306
11922.450000 0.027830
11923.420000 0.028426
11924.380000 0.029402
11925.350000 0.030379
11926.320000 0.031355
11927.280000 0.032332
11928.250000 0.033308
11929.220000 0.034285
11930.190000 0.035262
11931.160000 0.036240
11932.120000 0.037217
11933.090000 0.038194
11934.060000 0.039171
11935.030000 0.040149
11936.000000 0.041127
11936.960000 0.042105
11937.930000 0.043082
11938.900000 0.044061
11939.870000 0.045039
11940.840000 0.046020
11941.810000 0.047003
11942.770000 0.047985
11943.740000 0.049335
11944.710000 0.051067
11945.680000 0.052797
11946.650000 0.054528
11947.620000 0.056261
11948.590000 0.057993
11949.560000 0.059727
11950.530000 0.061456
11951.500000 0.063185
11952.470000 0.064915
11953.440000 0.066644
11954.410000 0.068374
11955.380000 0.070103
11956.350000 0.071833
11957.320000 0.073563
11958.290000 0.075292
11959.260000 0.077024
11960.230000 0.078754
11961.200000 0.080486
11962.170000 0.082216
11963.140000 0.083948
11964.110000 0.086873
11965.080000 0.089994
11966.050000 0.093112
11967.020000 0.096233
11967.990000 0.099357
11968.960000 0.102479
11969.930000 0.105601
11970.900000 0.108722
11971.870000 0.111847
11972.840000 0.114970
11973.820000 0.118095
11974.790000 0.121217
11975.760000 0.124343
11976.730000 0.127469
11977.700000 0.130595
11978.670000 0.133721
11979.650000 0.136848
11980.620000 0.139981
11981.590000 0.143120
11982.560000 0.146262
11983.530000 0.150028
11984.510000 0.155570
11985.480000 0.161108
11986.450000 0.166652
11987.420000 0.172192
11988.390000 0.177739
11989.370000 0.183287
11990.340000 0.188831
11991.310000 0.194365
11992.290000 0.199900
11993.260000 0.205435
11994.230000 0.210976
11995.200000 0.216511
11996.180000 0.222047
11997.150000 0.227588
11998.120000 0.233130
11999.100000 0.238667
12000.070000 0.244209
12001.040000 0.249755
12002.020000 0.255301
12002.990000 0.260848
12003.960000 0.266814
12004.940000 0.272960
12005.910000 0.279108
12006.890000 0.285262
12007.860000 0.291410
12008.830000 0.297559
12009.810000 0.303714
12010.780000 0.309870
12011.760000 0.316020
12012.730000 0.322176
12013.710000 0.328333
